Common Name,Scientific Name,Family,Group,Description,Habitat,Conservation,iNat Observations,Taxon ID,Image 1,Image 2
sparkleberry,Vaccinium arboreum,Ericaceae,Trees,"Reaches 12 to 18 feet tall, 10 to 15 feet spread. Moderate growth rate; lifespan less than 25 years. Native to Virginia, North Carolina, South Carolina, Georgia, Florida, Kentucky, West Virginia, Tennessee, Alabama, Mississippi, Arkansas, Louisiana, Texas.","full sun, partial sun or partial shade, shade tolerant; drought tolerance: moderate; tolerates sand, loam, clay soils",IUCN Red List: LC,13,81818,images/Plants/Trees/sparkleberry_1.jpg,images/Plants/Trees/sparkleberry_2.jpg
American olive,Cartrema americanum,OLEACEAE,Trees,"Cartrema is a genus of a few species of flowering plants in the family Oleaceae, native to southeastern Asia, southern China, and North America (Mexico, Central America, southeastern United States), formerly treated as section Leiolea of Osmanthus. Species of Cartrema may be distinguished from those of Osmanthus by the paniculate inflorescences of the former.",,,12,866605,images/Plants/Trees/American olive_1.jpg,images/Plants/Trees/American olive_2.jpg
sweetbay magnolia,Magnolia virginiana,Magnoliaceae,Trees,"Sweetbay Magnolia is a graceful southern, evergreen to semi-evergreen, wide columnar tree, ideal for use as a patio tree or specimen. It can grow to a mature height of 40 feet in the north or to 60 feet in the south. Trees glimmer in the wind due to the whitish-green undersides of the leaves. They are very noticeable as you drive by them on interstates along water-logged woodlands. The tree provides excellent vertical definition in a shrub border or as a free standing specimen and flourishes in moist, acid soil such as the swamps in the eastern U.S. and along stream banks. The creamy-white, lemon-scented flowers appear from June through September, and are followed by small red seeds which are used by a variety of wildlife. It can be trained into a multi-trunked, spreading specimen plant, or left with the central leader intact as a wide column. Sweetbay Magnolia makes an excellent tree for planting next to buildings, in narrow alleys or corridors, or in other urban areas with limited space for horizontal crown expansion. It has not been planted extensively in downtown urban areas, but its flood and drought tolerance and narrow crown combine to make it a good candidate. It usually ma","full sun, partial sun or partial shade; drought tolerance: little; tolerates sand, loam, clay soils; salt spray tolerance: low",IUCN Red List: LC · US: N5 · NatureServe: G5,9,127906,images/Plants/Trees/sweetbay magnolia_1.jpg,images/Plants/Trees/sweetbay magnolia_2.jpg
cabbage palmetto,Sabal palmetto,Arecaceae,Trees,"Capable of reaching 90 feet or more in the woods (when shaded or protected by surrounding trees) but usually seen at 40 to 50 feet in height, this amazingly sturdy native palm has a rough, fibrous trunk that is quite variable in shape, from straight and erect, to curved or leaning. Cabbage Palm is topped with a very dense, 10 to 15-foot-diameter, round crown of deeply cut, curved, palmate leaves. This is South Carolina's and Florida's state tree, and is well-suited to use as a street planting, framing tree, specimen, or clustered in informal groupings of varying size. Cabbage Palm is ideal for seaside locations. The four to five-foot-long, creamy white, showy flower stalks in the summer are followed by small, shiny, green to black fruits which are relished by squirrels, raccoons, and other wildlife. Cabbage Palm is about as hurricane-proof as a tree can be. They stand after many hurricanes have blown over the oaks and snapped the pines in two. They adapt well to small cutouts in the sidewalk, and can even create shade if planted on 6 to 10 foot centers. Clean the trunk of leaf bases to eliminate a habitat for roaches. Cabbage Palm is exceptionally easy to transplant and will thrive","full sun, partial sun or partial shade; drought tolerance: high; tolerates clay, sand, loam soils; salt spray tolerance: high",IUCN Red List: LC,8,123481,images/Plants/Trees/cabbage palmetto_1.jpg,images/Plants/Trees/cabbage palmetto_2.jpg
Small-Flower Pawpaw,Asimina parviflora,ANNONACEAE,Trees,"Asimina parviflora, the smallflower pawpaw, is a small to medium shrub in the  custard apple family.
A. parviflora hybridizes readily with A. triloba to form Asimina ×piedmontana.",,IUCN Red List: LC,8,158769,images/Plants/Trees/Small-Flower Pawpaw_1.jpg,images/Plants/Trees/Small-Flower Pawpaw_2.jpg
Myrtle Oak,Quercus myrtifolia,FAGACEAE,Trees,"Quercus myrtifolia, the myrtle oak, is a North American species of oak. It is native to the southeastern United States (Mississippi, Alabama, Florida, Georgia, South Carolina). It is often found in coastal areas on sandy soils.
It is an evergreen tree that can reach 12 meters (39 feet) tall, also appearing as a shrub in drier sites. It has leaves with no teeth or lobes, which are hairless on the upperside and also on the underside except along the veins.",,IUCN Red List: LC,8,167660,images/Plants/Trees/Myrtle Oak_1.jpg,images/Plants/Trees/Myrtle Oak_2.jpg
American persimmon,Diospyros virginiana,Ebenaceae,Trees,"An excellent small to medium tree, Common Persimmon is an interesting, somewhat irregularly-shaped native tree, for possible naturalizing in yards or parks. Bark is grey or black and distinctly blocky with orange in the valleys between the blocks. Fall color can be a spectacular red in USDA hardiness zones 4 through 8a. It is well adapted to cities, but presents a problem with fruit litter, attracting flies and scavengers, such as opossums and other mammals. Its mature height can be 60 feet, with branches spreading from 20 to 35 feet and a trunk two feet thick, but it is commonly much shorter in landscapes. The trunk typically ascends up through the crown in a curved but very dominant fashion, rarely producing double or multiple leaders. Lateral branches are typically much smaller in diameter than the trunk. Common Persimmon prefers moist, well-drained, bottomland or sandy soils but is also very drought- and urban-tolerant. Truly an amazing tree in its adaptability to about any site conditions, including alkaline soil. It is seen colonizing old fields as a volunteer tree but grows slowly on dry sites. Its fruit is an edible berry that usually ripens after frost, although some culti","full sun; drought tolerance: high; tolerates clay, sand, loam soils; salt spray tolerance: high",IUCN Red List: LC,6,83435,images/Plants/Trees/American persimmon_1.jpg,images/Plants/Trees/American persimmon_2.jpg
white fringetree,Chionanthus virginicus,Oleaceae,Trees,"Chionanthus virginicus Fringetree, Old-Man's-Beard It is hard to think of a more beautiful, small tree than Fringetree when it is in full bloom. The upright oval to rounded form adds dark green color in summer, bright white flowers in spring. The pure white, slightly fragrant flowers, emerging just as the dogwood flowers fade, hang in long, spectacular panicles which appear to cover the tree with cotton for two weeks. As with other white flowered trees, they look best when viewed against a dark background. Dark green, glossy leaves emerge later in the spring than those of most plants just as the flowers are at peak bloom. This differs from Chinese Fringetree which flowers at the terminal end of the spring growth flush. Female plants develop purple-blue fruits which are highly prized by many birds. Fall color is yellow in northern climates, but is an unnoticed brown in the south, with many leaves dropping to the ground a blackened green. The flowers can be forced into early bloom indoors. The plant eventually grows 20 to 30 feet tall in the woods, spreads to 15 feet, and tolerates city conditions well. But trees are more commonly seen 10 to 15 feet tall in landscapes where they are ","partial sun or partial shade, shade tolerant, full sun; drought tolerance: moderate; tolerates clay, sand, loam soils; salt spray tolerance: none",IUCN Red List: LC,5,54654,images/Plants/Trees/white fringetree_1.jpg,images/Plants/Trees/white fringetree_2.jpg
dahoon holly,Ilex cassine,Aquifoliaceae,Trees,"Attractive when tightly clipped into a tall screen or allowed to grow naturally into its single-trunked, small tree form, Dahoon Holly is ideal for a variety of landscape settings. Capable of reaching 40 feet in height, Dahoon Holly is usually seen at a height of 20 to 30 feet with an 8 to 12-foot spread. The smooth, supple, shiny dark green, evergreen leaves, two to three inches long, have just a few serrations near the tip. Possessing male and female flowers on separate plants, at least two Dahoon Hollies (male and female) must be planted in the landscape to ensure production of the brilliant red berries in fall and winter. The berries serve as an excellent food source for wildlife but are far less prevalent than on East Palatka or Fosters Holly. Growing well in full sun to partial shade, Dahoon Holly does best on moist soils since the wet, boggy soils of swamps is its native environment. Dahoon Holly can tolerate drier locations with some watering, but often has a thin crown in this environment. It is not recommended in the southern part of its range in a dry, exposed site unless irrigation is provided. It lends itself well to use as a specimen or street tree, and is ideal for n","partial sun or partial shade, full sun; drought tolerance: moderate; tolerates clay, sand, loam soils; salt spray tolerance: moderate",IUCN Red List: LC,5,164035,images/Plants/Trees/dahoon holly_1.jpg,images/Plants/Trees/dahoon holly_2.jpg
southern live oak,Quercus virginiana,Fagaceae,Trees,"A large, sprawling, picturesque tree, usually graced with Spanish moss and strongly reminiscent of the Old South, Live Oak is one of the broadest spreading of the Oaks, providing large areas of deep, inviting shade. It is the state tree of Georgia. Reaching 40 to 60 feet in height with a 60 to 100 foot spread and usually possessing many sinuously curved trunks and branches, Live Oak is an impressive sight for any large-scale landscape. An amazingly durable American native, it can measure its lifetime in centuries if properly located and cared for in the landscape. It makes an excellent street tree in the South. Unfortunately, Oak wilt has devastated the tree in parts of central Texas. Give it plenty of room since the trunk can grow to more than six feet in diameter. Once established, Live Oak will thrive in almost any location and has very good wind resistance. Live Oak is a tough, enduring tree that will respond with vigorous growth to plentiful moisture on well-drained soil. Like other Oaks, care must be taken to develop a strong branch structure early in the life of the tree. Be sure to eliminate multiple trunks and branches which form a narrow angle with the trunk as these are ","full sun, partial sun or partial shade; drought tolerance: high; tolerates clay, sand, loam soils; salt spray tolerance: high",IUCN Red List: LC,4,49013,images/Plants/Trees/southern live oak_1.jpg,images/Plants/Trees/southern live oak_2.jpg
American tuliptree,Liriodendron tulipifera,Magnoliaceae,Trees,"Tuliptree grows 80 to 100 feet tall and maintains a fairly narrow oval crown, even as it grows older. Trunks become massive in old age, becoming deeply furrowed with thick bark. The tree maintains a straight trunk and generally does not form double or multiple leaders. Older trees have several large-diameter major limbs in the top half of the crown. Tuliptree has a moderate to rapid (on good sites) growth rate at first but slows down with age. The soft wood reportedly is subject to storm damage but the trees held up remarkably well in the south during hurricane `Hugo'. It is probably stronger than given credit for. The largest trees in the east are in the Joyce Kilmer Forest in NC, some reaching more than 150 feet with seven-foot diameter trunks. The fall color is gold to yellow being more pronounced in the northern part of its range. The scented, tulip-like, greenish-yellow flowers appear in mid-spring but are not as ornamental as those of other flowering trees because they are far from view. Although a rather large tree, Tulip-Poplar could be used along residential streets with very large lots and plenty of soil for root growth if set back 10 or 15 feet. Not generally planted in ","full sun; drought tolerance: moderate; tolerates clay, sand, loam soils; salt spray tolerance: none",IUCN Red List: LC · NatureServe: G5 · US: N5,4,53582,images/Plants/Trees/American tuliptree_1.jpg,images/Plants/Trees/American tuliptree_2.jpg
slash pine,Pinus elliottii,Pinaceae,Trees,"The species elliottii is a large, stately, heavily-branched, long-needled conifer has a rapid growth rate and is capable of reaching 100 feet in height with a three to four-foot-diameter trunk. The six-inch-long cones appear among the dark green, eight-inch-long needles, and are favored by wildlife. Squirrels are particularly fond of the seeds, as they chew open the cones and litter your sidewalk or driveway with debris. The grey-brown bark is deeply furrowed and scaly. Slash Pine is self-pruning of its lower branches, is somewhat pyramidal when young and forms an open, rounded canopy creating a light, dappled shade beneath. This allows just enough sun to filter through for maintenance of a lawn beneath this tall, evergreen tree or for underplantings of dogwoods, azaleas, camellias and other plants which thrive in this high, shifting shade. Aggressive root competition takes place beneath Pines so the shrubs and lawn beneath and around the canopy often require more frequent irrigation, particularly during the dry season. Pines have some deep roots except in poorly-drained soil where all roots are shallow. The tap root is prominent in well drained soil and can make them difficult to ","full sun, partial sun or partial shade; drought tolerance: high; tolerates clay, sand, loam soils; salt spray tolerance: high",IUCN Red List: LC,4,69985,images/Plants/Trees/slash pine_1.jpg,images/Plants/Trees/slash pine_2.jpg
red maple,Acer rubrum,Aceraceae,Trees,"Red Maple has an oval shape and is a fast grower with strong wood, reaching a height of 75 feet. Unless irrigated or on a wet site, Red Maple is best used north of USDA hardiness zone 9. Trees are often much shorter in the southern part of its range unless growing next to a stream or on a wet site. This tree is preferred over Silver Maple or Boxelder when a fast growing Maple is needed. When planting the species Acer rubrum , select only those which have been grown from seed sources in your area. The newly emerging leaves and red flowers and fruits signal that spring has come. They appear in December and January in Florida, later in the northern part of its range. The seeds of red maple are quite popular with squirrels and birds. This tree is sometimes confused with red-leaved cultivars of Norway Maple. The outstanding ornamental characteristic of Red Maple is red, orange or yellow fall color (sometimes on the same tree) lasting several weeks. Red maple is often one of the first trees to color up in autumn, and it puts on one of the most brilliant displays of any tree but trees vary greatly in fall color and intensity. Cultivars are more consistently colored. The tree makes the bes","full sun, partial sun or partial shade; drought tolerance: moderate; tolerates clay, sand, loam soils; salt spray tolerance: low",IUCN Red List: LC,3,48098,images/Plants/Trees/red maple_1.jpg,images/Plants/Trees/red maple_2.jpg
eastern redcedar,Juniperus virginiana,Cupressaceae,Trees,"Redcedar is an evergreen growing 40 to 50 feet tall in an oval, columnar, or pyramidal form (very diverse) and spreading 8 to 15 feet when given a sunny location. It develops a brownish tint in winter in the north and is sometimes used in windbreaks or screens. The fruit is a blue berry on female trees and is ornamental when produced in quantity. Birds devour the fruit and `plant' it along farm fences and in old abandoned fields. Some botanists do not separate J . virginiana from silicicola . The dense growth and attractive foliage make Eastern Redcedar a favorite for windbreaks, screens, and wildlife-cover for large-scale landscapes. Its high salt-tolerance makes it ideal for seaside locations. Redcedar can make a nice Christmas tree, and the fragrant wood is popular for repelling insects. Although not currently used often as a street tree, its wood is strong, the foliage is clean, and the fruit is small making it a suitable candidate. There are some nice examples of street tree use in southern cities. With proper pruning to remove lower branches, it should adapt well to street-scapes. Planted in full sun or partial shade, Eastern Redcedar will easily grow on a variety of soils, i","partial sun or partial shade, full sun; drought tolerance: high; tolerates clay, sand, loam soils; salt spray tolerance: high",IUCN Red List: LC,3,49399,images/Plants/Trees/eastern redcedar_1.jpg,images/Plants/Trees/eastern redcedar_2.jpg
water oak,Quercus nigra,Fagaceae,Trees,"Water Oak has a spreading, rounded, open canopy, and is most often used for a naturalized landscape. The acorns are particularly abundant on Water Oak and make good food for wildlife. They badly stain asphalt and concrete for several months in fall and winter. The leaves vary tremendously, from rounded and entire to three-lobed with several bristle tips but are most frequently spatulate. Water Oak is deciduous in the North, semi-evergreen in the Deep South, and trees reach 60 to 80 feet in height (shorter when grown in the open) with a 50 to 70-foot spread. Some trees put on a wonderful yellow fall color show for about a week. Easily transplanted, young trees should be trained to develop a central trunk and then will require only occasional pruning once established. Naturalized trees often develop with several upright multiple trunks which are poorly attached to the tree. Horizontal branches droop toward the ground as additional growth adds to their weight. They can split from the tree in wind storms, deforming the plant and beginning the process of decay and decline. They appear to be poor compartmentalizers of decay since many are hollow at 40 years old. A rapid-grower, Water Oak","full sun, partial sun or partial shade; drought tolerance: high; tolerates clay, sand, loam soils; salt spray tolerance: low",FL: S5 · IUCN Red List: LC · NatureServe: G5 · US: N5,3,53640,images/Plants/Trees/water oak_1.jpg,images/Plants/Trees/water oak_2.jpg
Red Buckeye,Aesculus pavia,Hippocastanaceae,Trees,"Aesculus pavia ( Aesculus splendens )Red Buckeye Red Buckeye is a small North American native tree, capable of reaching 25 to 30 feet tall in the wild though is most often at 15 to 20 feet high when grown in cultivation. Red Buckeye is most popular for its springtime display of three to six-inch-long, upright, terminal panicles composed of 1.5-inch-wide, red flowers which are quite attractive to hummingbirds. These blooms are followed by flat, round capsules which contain bitter and poisonous seeds. The large, dark green, palmate leaves usually offer no great color change in fall and often drop as early as late September. The coarse, open structure and the light brown, flaky bark is quite attractive and offers great winter landscape interest. Branches arise from the typically straight trunk at a wide angle forming a durable structure. There are many, small-diameter branches with an occasional upright, aggressive one growing as large as the trunk. Main branches begin forming low on the trunk and remain there when grown in the full sun. The tree is best used as a novelty patio tree or as part of a shrubbery border to add bright red color for several weeks in the spring and coarse tex","partial sun or partial shade, shade tolerant; drought tolerance: moderate; tolerates clay, sand, loam soils; salt spray tolerance: moderate",IUCN Red List: LC,3,81708,images/Plants/Trees/Red Buckeye_1.jpg,images/Plants/Trees/Red Buckeye_2.jpg
devil's walkingstick,Aralia spinosa,Araliaceae,Trees,"Aralia spinosa Devil's-Walkingstick, Hercules'-Club Anyone who has accidentally brushed against a Devil's-Walkingstick does not soon forget the experience, for this tall, spindly native shrub or small tree is armed up and down its thin trunk with extremely sharp, treacherous spines. Even the huge, much-divided leaves, which can reach four feet long and three feet wide, are armed with pointed prickles, ready to scratch anyone who comes within range. But when placed in an area where they can do no harm, Devil's-Walkingsticks add a tropical effect to a mixed shrubbery border or other naturalized setting, where the large leaves can easily spread out to their full length atop the slender, 10 to 15-foot-tall trunks. Under ideal conditions, these small trees can even reach 25 to 30 feet tall. The young leaves of Devil's-Walkingstick are bronze-colored, green in summer but return to a bronze/red mottled with some yellow before dropping in fall. As striking as the thorns are the large, summertime panicles of bloom, 12 to 18 inches in diameter and up to three feet long, held above the crown of leaves for about 10 days and gently draping outward under the weight of the flower head. Following ","full sun, partial sun or partial shade; drought tolerance: moderate; tolerates clay, sand, loam soils",FL: S3S4 · IUCN Red List: LC · US: N5 · NatureServe: G5,3,82813,images/Plants/Trees/devil's walkingstick_1.jpg,images/Plants/Trees/devil's walkingstick_2.jpg
Carolina laurelcherry,Prunus caroliniana,Rosaceae,Trees,"A dependable, easily-grown, North American native, Cherry-Laurel is densely foliated with glossy, dark green, evergreen leaves and can reach 40 feet in height with a 25-foot-spread though is often seen smaller when grown in the open. Cherry-Laurel will create a very dense screen or hedge with regular pruning but is also attractive when allowed to grow naturally into its upright oval, dense form. Properly trained to a central leader, the plant could make a good small to medium-sized street tree. The tree usually maintains a good central leader and small-diameter, strong lateral branches following one or two proper prunings before the tree is 8 to 10-years-old. It was widely planted in Texas until the severe drought of the early 1950's weakened them. Many of these weakened trees eventually died from borers. In springtime, tiny, creamy-white showy flowers appear in dense, fragrant clusters and are followed by small, shiny, black cherries which are quite attractive to wildlife. The flowers attract lots of bees. The great quantity of fruit may create a short-term litter problem if the trees are located near a patio or walkway but the fruit is small and washes away quickly. The quick gro","full sun, partial sun or partial shade, shade tolerant; drought tolerance: high; tolerates clay, sand, loam soils; salt spray tolerance: moderate",IUCN Red List: LC,3,125845,images/Plants/Trees/Carolina laurelcherry_1.jpg,images/Plants/Trees/Carolina laurelcherry_2.jpg
redbay,Tamala borbonia,Lauraceae,Trees,"Tamala borbonia or redbay is a small, evergreen tree in the laurel family (Lauraceae), native to the southeastern United States and the Bahamas. It belongs to the genus Tamala, which contains three species of evergreen trees native to the region. Tamala borbonia has several common names including tisswood, scrubbay, shorebay, and swampbay.",,IUCN Red List: LC,3,1649672,images/Plants/Trees/redbay_1.jpg,images/Plants/Trees/redbay_2.jpg
eastern redbud,Cercis canadensis,Leguminosae,Trees,"The state tree of Oklahoma, Eastern Redbud is a moderate to rapid-grower when young, reaching a height of 20 to 30 feet. Thirty-year-old specimens are rare but they can reach 35 feet in height forming a rounded vase. Trees of this size are often found on moist sites. The splendid purple-pink flowers appear all over the tree in spring, just before the leaves emerge. Eastern Redbud has an irregular growth habit when young but forms a graceful flat-topped vase-shape as it gets older. The tree usually branches low on the trunk, and if left intact forms a graceful multitrunked habit. Be sure to avoid weak forks by pruning to reduce the size of lateral branches and save those which form a `U'-shaped crotch, not a `V'. Keep them less than half the diameter of the main trunk to increase longevity of the tree. Do not allow multiple trunks to grow with tight crotches, instead space branches about 6 to 10 inches apart along a main trunk. Yellow (although somewhat variable and unreliable) fall color and tolerance to partial shade make this a suitable, attractive tree for understory or specimen planting. Best not used extensively as a street tree due to low disease resistance and short life, bu","partial sun or partial shade, full sun; drought tolerance: high; tolerates clay, sand, loam soils; salt spray tolerance: none",IUCN Red List: LC,2,48502,images/Plants/Trees/eastern redbud_1.jpg,images/Plants/Trees/eastern redbud_2.jpg
American sycamore,Platanus occidentalis,Platanaceae,Trees,"Sycamore is a massive tree reaching 75 to 90 feet in height, has a rapid growth rate, and tolerates wet and compacted soil. The white bark peels off in patches and is the most ornamental trait. Pyramidal in youth, it develops a spreading rounded or irregular crown with age, supported by a few very large diameter branches. These branches should be spaced two to four feet apart along the trunk to develop a strong structure. The dominant central leader which typically develops on Sycamore usually assures that the structure of major limbs is desirable with little corrective pruning required other than removing occasionally-occurring, upright, aggressive branches with tight crotches. It is also helpful to thin out the many branches which develop early on the central trunk. They are best suited for soils which are moist and do not dry out. Dry soil can lead to short life for this wet-site-tolerant tree. Sycamore has been cursed by horticulturists and others because it is said to be messy, dropping leaves and small twigs throughout the year, particularly in dry weather. However, the tree grows in places which appear most unsuitable to plant growth, such as in small cut out planting pits i","full sun; drought tolerance: high; tolerates clay, sand, loam soils; salt spray tolerance: moderate",IUCN Red List: LC,2,49662,images/Plants/Trees/American sycamore_1.jpg,images/Plants/Trees/American sycamore_2.jpg
baldcypress,Taxodium distichum,Taxodiaceae,Trees,"Narrowly to broadly pyramidal when young, Baldcypress, the state tree of Louisiana, eventually develops into a broad-topped, spreading, open specimen when mature. Capable of reaching 100 to 150 feet in height, most landscape specimens are rarely seen in this open form because they are usually much younger and shorter. Trees grow at a moderately fast rate, reaching 40 to 50 feet in about 15 to 25 years. Although it is native to wetlands along running streams, growth is often faster on moist, well-drained soil. The pale green, needle-like leaves turn a brilliant coppery red in fall before dropping, but the bare branches and reddish gray, peeling bark provide much landscape interest during the winter. The trunk grows unusually thick toward the base, even on young trees. The small seeds are used by some birds and squirrels. Although often seen at water's edge where it will develop ""knees"", or root projections, that will extend above the water, Baldcypress can also be grown in dry locations and makes an attractive lawn, street, or shade tree. Cypress knees do not generally form on these drier sites. Cities from Charlotte, NC, Dallas, TX to Tampa, FL currently use it as a street tree and","full sun, partial sun or partial shade; drought tolerance: high; tolerates sand, loam, clay soils; salt spray tolerance: moderate",IUCN Red List: LC,2,49666,images/Plants/Trees/baldcypress_1.jpg,images/Plants/Trees/baldcypress_2.jpg
Chapman's Oak,Quercus chapmanii,FAGACEAE,Trees,"Quercus chapmanii, commonly referred to as the Chapman oak, is a species of oak that grows in the southeastern United States.",,IUCN Red List: LC,2,167642,images/Plants/Trees/Chapman's Oak_1.jpg,images/Plants/Trees/Chapman's Oak_2.jpg
pondcypress,Taxodium ascendens,Taxodiaceae,Trees,"Taxodium ascendens ( Taxodium distichum var. nutans) Pondcypress Similar to Baldcypress in that the trunk is perfectly straight 50 to 60 feet tall, Pondcypress has a narrower crown, is smaller, and has a more open habit. It is found along the edges of streams and around the edge of swampy ground where water is standing; whereas Baldcypress is usually found along stream banks. The bright green, awl-shaped leaves are arranged in an upright row formation along the branches when young, giving a somewhat stiffer and more upright appearance than Baldcypress. The leaves turn an attractive light brown in fall before dropping but the bare branches and light brown, ridged bark provide much landscape interest during the winter. The trunk grows unusually thick toward the base, even on young trees. This is thought to provide support for the tree in its wet habitat. The small seeds are used by some birds and squirrels. Although often seen at water's edge where it will develop ""knees"", or root projections, that will extend above the water for gas exchange, Pondcypress can also be grown in dry locations and could make an attractive street tree for a very narrow space. Cypress knees do not generall","full sun, partial sun or partial shade; drought tolerance: high; tolerates clay, sand, loam soils; salt spray tolerance: moderate",,2,169570,images/Plants/Trees/pondcypress_1.jpg,images/Plants/Trees/pondcypress_2.jpg
swamp redbay,Tamala palustris,Lauraceae,Trees,"Tamala palustris, also known as swamp bay or swampbay, is a small tree or shrub found throughout the Southeastern United States and the Bahamas, with much of its range overlapping with that of its relative Tamala borbonia. It is generally not more than 40 feet (12 meters) tall, with bark separated into scales by fissures across its surface. Mature leaves are green, paler on their undersides, which have prominent brownish or reddish-brown hairs. The species prefers swamps and coastal areas, particularly locations with moist, peat-rich soil. It is sensitive to the fungal disease known as laurel wilt, even more so than related species.",,,2,1649675,images/Plants/Trees/swamp redbay_1.jpg,images/Plants/Trees/swamp redbay_2.jpg
American sweetgum,Liquidambar styraciflua,Hamamelidaceae,Trees,"Sweetgum grows in a narrow pyramid to a height of 75 feet and may spread to 50 feet. The beautifully glossy, star-shaped leaves turn bright red, purple, yellow or orange in the fall (USDA hardiness zones 6 and 7) and early winter (USDA hardiness zones 8 and 9). On some trees, particularly in the northern part of its range, branches are covered with characteristic corky projections. The trunk is normally straight and does not divide into double or multiple leaders and side branches are small in diameter on young trees, creating a pyramidal form. The bark becomes deeply ridged at about 25-years-old. Sweetgum makes a nice conical park, campus or residential shade tree for large properties when it is young, developing a more oval or rounded canopy as it grows older as several branches become dominant and grow in diameter. Be careful when locating Sweetgum as a street tree since its large, aggressive roots may lift curbs and sidewalks. Plant trees 8 to 10 feet or more from curbs. Some communities have large numbers of Sweetgum planted as street trees. Much of the root system is shallow (particularly in its native, moist habitat), but there are deep vertical roots directly beneath the tr","full sun, partial sun or partial shade; drought tolerance: moderate; tolerates clay, sand, loam soils; salt spray tolerance: moderate",FL: S5 · IUCN Red List: LC · NatureServe: G5 · US: N5,1,49658,images/Plants/Trees/American sweetgum_1.jpg,images/Plants/Trees/American sweetgum_2.jpg
Black Tupelo,Nyssa sylvatica,Nyssaceae,Trees,"Nyssa sylvatica Sourgum, Black Tupelo, Blackgum Sourgum is a hardwood tree which grows to 75 feet tall, has a medium growth rate, pyramidal shape with horizontal branches growing from a typically straight trunk. But the shape of the crown varies from tree to tree and, unfortunately, this is looked upon by some architects as undesirable. As the tree grows to 10 and 15-years-old, crown form becomes more uniform among trees. Lower branches droop with age and will need to be removed if used as a street tree. Growth habit is similar to pin oak, a tree which many people are familiar with. Providing a brilliant display of red to deep purple foliage in the fall, Sourgum surprises most people since it does not particularly stand out in the landscape until then. The small, blue fruits may be considered a litter nuisance in urban/suburban plantings but are quite popular with many birds and mammals, and they wash away quickly. Sourgum prefers a moist, slightly acid soil. Larger specimens may be difficult to transplant from deep, well-drained field soil because of its deep roots and should only be transplanted from the field in the spring. Therefore, it is usually seen growing in containers at ","full sun, partial sun or partial shade; drought tolerance: high; tolerates clay, sand, loam soils; salt spray tolerance: moderate",IUCN Red List: LC,1,54802,images/Plants/Trees/Black Tupelo_1.jpg,images/Plants/Trees/Black Tupelo_2.jpg
red mangrove,Rhizophora mangle,Rhizophoraceae,Trees,"Red Mangrove is one of the most valuable trees for creating and preserving shorelines in south Florida and the Caribbean Basin. Sediments depositing among their adventitious prop roots can eventually build up to create land. Seeds often germinate while they are still on the tree, forming a root up to ten inches long. After they drop, they float to a new location where they can begin growing in the sediment below the water surface. Germinated propagules can remain alive for about one year after they drop from the tree. The shoot appears above water, and new land can be created there with time. Red Mangroves will often be seen growing in shallow lagoons away from the land. For this reason, they are considered a pioneer species, often establishing on fingers of rock covered with water. Plants typically reach 20-feet-tall, although old specimens 35-feet-tall are not uncommon in undisturbed, natural settings. Plants excrete salt through glands at the base of the leaf petioles. Air moves from the shoots and roots above water to the roots below water through special cells known as aeranchyma. Snapper, snook, tarpon, shrimp and lobster use the water below these trees for nurseries. Leaves ","full sun; drought tolerance: little; tolerates sand, loam, clay soils",FL: S3S4 · US: N3 · IUCN Red List: LC · NatureServe: G5,1,60335,images/Plants/Trees/red mangrove_1.jpg,images/Plants/Trees/red mangrove_2.jpg
swamp laurel oak,Quercus laurifolia,Fagaceae,Trees,"Quercus laurifolia Laurel Oak A large, fast-growing, shade tree, Laurel Oak is native to the southeastern United States and noted for its dense, oval canopy. Some botanists separate this species from Q. hemisphaerica , others lump them together - take your pick. Quercus laurifolia has been described as tolerant of wet sites. Quercus hemisphaerica is more of an upland species. Laurel Oaks are taller than they are broad, eventually reaching 60 feet or more in height with a 40 to 60-foot spread. The trunk can be up to four feet in diameter and flares out at the base lifting sidewalks and curbing if planted in tree lawns less than eight feet wide. Trees are either deciduous in the north or semi-evergreen in the south. The smooth, narrow leaves are shiny on both sides and the round acorns are set 1/4 or less of their height into thin, saucer-like cups. They normally drop brown in the fall and winter. Laurel Oaks have a life span of 50 to 70 years. Tree trunks and large branches often hollow from decay and wood rot. The smallest trunk injury or improper pruning cut can result in columns of decay inside the trunk which are 10, 20 or more feet long. Live Oak, and other Oaks are more resist","full sun, partial sun or partial shade; drought tolerance: moderate; tolerates clay, sand, loam soils; salt spray tolerance: low",IUCN Red List: LC,1,69845,images/Plants/Trees/swamp laurel oak_1.jpg,images/Plants/Trees/swamp laurel oak_2.jpg
